Date,VaR 99%,VaR 95%,VaR 90%
2019-09-13,2.6068555024844295,1.560022733459152,1.0877456605760996
2019-09-16,2.536536878031831,1.5162143016747702,1.0567667538841485
2019-09-17,2.413190245352172,1.4416060407574403,1.002146188180344
2019-09-18,2.284556346139209,1.3626978133857923,0.9456130923551151
2019-09-19,2.170781332485914,1.2932592299735202,0.8956396841782093
2019-09-20,2.371370486474056,1.4151617311077742,0.9862873612645624
2019-09-23,2.252739639315091,1.3426107181910931,0.9338363126401026
2019-09-24,2.652930497722704,1.5867838757536696,1.1151051478655456
2019-09-25,2.7446340357031556,1.64372578290792,1.1562660657253592
2019-09-26,2.583743762180834,1.570348227999594,1.1035473957152198
2019-09-27,2.7568343826903905,1.678008197640154,1.1836733357713984
2019-09-30,2.713528028390743,1.6416065255123062,1.1575941698289536
2019-10-01,2.6425775952918387,1.6511054500375075,1.1643213442383573
2019-10-02,3.0962992546356927,1.9437589311808343,1.3745040713994987
2019-10-03,3.0606962553295265,1.9211054453632936,1.3581464668838104
2019-10-04,3.17555820794244,1.995049213999184,1.4115420518352713
2019-10-07,2.9815998121121705,1.869386281222659,1.3216820055093832
2019-10-08,3.2460805530353407,2.0386248669079685,1.4451637097316683
2019-10-09,3.1740165728713214,1.9929600993533891,1.412507984603753
2019-10-10,2.985950335636435,1.8727996038833168,1.326013664862065
2019-10-11,3.0378569820829746,1.9064210527896244,1.350323511589654
2019-10-14,2.8180140397140887,1.7665872520396528,1.249833679111786
2019-10-15,2.880067671165424,1.8060939013961206,1.2782153726028578
2019-10-16,2.707133552002176,1.6958843752395858,1.199020120119104
2019-10-17,2.5340501235511925,1.5852653865405313,1.1189810907906432
2019-10-18,2.594885721336057,1.6240317898158614,1.1471399988769728
2019-10-21,2.5589945007282746,1.6020714405077259,1.1318171715352987
2019-10-22,2.5752272536860064,1.6125512745038075,1.1396294305582548
2019-10-23,2.4160787980332876,1.5102495153240214,1.0654111417641747
2019-10-24,2.4364390326674417,1.5232877719165046,1.0706140049953432
2019-10-25,2.390598437493058,1.494039157108946,1.0490304181634607
2019-10-28,2.428651705502736,1.516954164990396,1.0658042832463077
2019-10-29,2.449794359418934,1.5327850866719164,1.0740110696365563
2019-10-30,2.3276709811067064,1.454857271257802,1.0180182783766352
2019-10-31,2.1988076143592066,1.3734537404023874,0.9574847660198669
2019-11-01,2.249173808504745,1.4060747779159646,0.9808159439390554
2019-11-04,2.1897922800913032,1.3633543474438898,0.9524722640783263
2019-11-05,2.0849903885725265,1.2949332351070622,0.9015776183489
2019-11-06,2.008488150043728,1.2508958154021381,0.8681483337727829
2019-11-07,1.9328221131562255,1.2012943763885648,0.8318895233318108
2019-11-08,1.8880389714190544,1.1724978916442141,0.8111721553913155
2019-11-11,1.8436445089025242,1.1426351376106447,0.7899295839712345
2019-11-12,1.78986520788618,1.1081532611256135,0.7652396972000851
2019-11-13,1.7443867102188704,1.0790404542853722,0.7443608915866788
2019-11-14,1.7042898271846014,1.0531531549869129,0.7259182120832888
2019-11-15,1.7661920916674494,1.0930874444816414,0.7545294510600791
2019-11-18,1.7176289646917224,1.061711543665273,0.731616865173349
2019-11-19,1.6753287894336546,1.0347216346032881,0.711215372030497
2019-11-20,1.8125170644986388,1.1237075638489311,0.7706430848028251
2019-11-21,1.786086511894063,1.1065987042378624,0.758255662527413
2019-11-22,1.732313528796177,1.0726409705900133,0.7340503418491883
2019-11-25,2.016811552276081,1.2548832137997004,0.8642590987263539
2019-11-26,1.9296122028364207,1.1994601836141263,0.8241163315554445
2019-11-27,1.9470071800963078,1.2111091085052619,0.8323007853502203
2019-11-29,1.961591052921469,1.2208728790228662,0.8391565754372781
2019-12-02,2.2589484774929116,1.4088387592519678,0.9738597786619391
2019-12-03,2.2717192966536257,1.4170724985901046,0.9801737265513762
2019-12-04,2.1834612980925256,1.361553632784319,0.940443518266348
2019-12-05,2.071064363826954,1.2901046025244725,0.889910044678068
2019-12-06,2.1990132353869,1.3723270414172033,0.9480279322220093
2019-12-09,2.1497413599199073,1.3413552714587178,0.9257652028553864
2019-12-10,2.0533850497354322,1.279689136425245,0.882260383075932
2019-12-11,2.015228285141478,1.2555165607815981,0.8648167468290736
2019-12-12,2.035838968587659,1.2690901603432796,0.8741753314642245
2019-12-13,1.9490256940971966,1.2137582066397203,0.8346379599191733
2019-12-16,2.061130100395575,1.285761254755049,0.8855193921738661
2019-12-17,1.9671674747104237,1.2253223059415643,0.841344412858875
2019-12-18,1.8853133460336113,1.1735402367968062,0.8035277999198857
2019-12-19,1.9115841087477232,1.1903951177019434,0.8174410725285955
2019-12-20,1.8649871016597346,1.1608571489713972,0.7962390103141264
2019-12-23,1.800347150710144,1.1195572876070823,0.7669591401441412
2019-12-24,1.744135784569241,1.0838703169953416,0.7387867438128559
2019-12-26,1.8732299925264164,1.1672350281858697,0.798189011425938
2019-12-27,1.8147514996090437,1.1300700733189941,0.7715027075144065
2019-12-30,1.9328612448901659,1.206749808046649,0.8273992264140885
2019-12-31,1.8602470561780913,1.1604647073198797,0.7950847926014117
2020-01-02,2.330558729453608,1.4632499529303624,1.0099538590049866
2020-01-03,2.41566006928685,1.5173636507385566,1.0489199233083473
2020-01-06,2.325235827394974,1.460787918510488,1.0077303091492862
2020-01-07,2.1947601450691745,1.3773937162197551,0.9454728513666413
2020-01-08,2.172285938511473,1.3633472725548472,0.9317989512165153
2020-01-09,2.1929032000843733,1.3769090835855764,0.941594777092127
2020-01-10,2.1109022726520243,1.3240256294564745,0.9042840133448449
2020-01-13,2.2615480035657782,1.4215429593733275,0.9723974673589698
2020-01-14,2.200994174338708,1.3825956869484688,0.9447805972421374
2020-01-15,2.088301568900539,1.3098274503441945,0.8933492026603014
2020-01-16,2.1706464751899626,1.3630422834725464,0.9308759907145239
2020-01-17,2.101389866480313,1.3183126239877925,0.899625440011057
2020-01-21,2.00909358464586,1.2589818094506964,0.8576502023510743
2020-01-22,1.9263149546461635,1.2050372755958547,0.8193200360657663
2020-01-23,1.860724016602605,1.1581339527547834,0.7896660409577804
2020-01-24,2.0177965925300017,1.2590103498368856,0.8612514726897296
2020-01-27,2.97734853418609,1.8404576302887683,1.2672469288119423
2020-01-28,3.1383799930265774,1.9431821892414194,1.3413160021270782
2020-01-29,2.90558894874314,1.7830893913406691,1.234646165330788
2020-01-30,2.795502444920143,1.665169440155931,1.1489949790468512
2020-01-31,3.159082564938422,1.8872998544809527,1.3071317030572167
2020-02-03,3.2748138210824917,1.9584497897952187,1.3588492722842949
2020-02-04,3.699860840499682,2.282430042766348,1.5938479377174104
2020-02-05,3.414584623221314,2.0933638584937437,1.462201026672247
2020-02-06,3.2399361542615424,1.9843630136272905,1.3839420643481757
2020-02-07,3.0603467456538813,1.8722676487659387,1.3035225428000914
2020-02-10,3.0624401431057753,1.8828620992258165,1.3045107402323215
2020-02-11,2.845586996149431,1.737932016741748,1.2076409997992277
2020-02-12,2.803293306000584,1.7197944136820345,1.1885591902403312
2020-02-13,2.633054314396453,1.612680366641396,1.1125356728585434
2020-02-14,2.4725032475672424,1.511742375460058,1.0408555022105772
2020-02-18,2.326602734304219,1.41979738360424,0.9755854305423599
2020-02-19,2.348533910212617,1.433606726226956,0.9854445745472622
2020-02-20,2.463437183895998,1.5004623208419499,1.036749082922433
2020-02-21,3.0869522558542952,1.8972495730206331,1.3171319066831964
2020-02-24,5.1861962088784335,3.1594362314447078,2.2057016500602957
2020-02-25,5.612556646963378,3.422711238922523,2.3995501955293124
2020-02-26,5.118329745488128,3.11669925780031,2.1808593493414365
2020-02-27,7.19981377560948,4.42281477540129,3.105259158970537
2020-02-28,6.516966158806131,3.99683917117497,2.804716456714127
2020-03-02,7.8993807969933325,4.854158212249001,3.4142247670429504
2020-03-03,8.0098153813115,4.926230764096502,3.4619860076567095
2020-03-04,8.476988528549768,5.221577098017969,3.6672828227192253
2020-03-05,8.431457475155252,5.1969916327085555,3.646146181904743
2020-03-06,7.852018285943875,4.831112337974799,3.391125836292336
2020-03-09,10.432181241322226,6.461026699188007,4.534548957618473
2020-03-10,11.039107875276313,6.8423531471479615,4.805214529487354
2020-03-11,11.114902593450573,6.889127875224829,4.8376392217925455
2020-03-12,14.480344028748348,9.069715808061954,6.331279194405937
2020-03-13,17.166370232805477,10.754257619096958,7.527326448824575
2020-03-16,20.768979432510385,13.037747204678181,9.132426101688258
2020-03-17,19.9500805482079,12.522789460866706,8.765283992513522
2020-03-18,18.473974463584458,11.594556103073325,8.109864258746406
2020-03-19,16.6421062871844,10.424389431616193,7.303533017687603
2020-03-20,15.636670245828045,9.794497040081366,6.860568369229409
2020-03-23,14.016177269640785,8.779620844941444,6.1464337450088955
2020-03-24,15.273512032379779,9.566412474603613,6.698972166394059
2020-03-25,13.766831221683725,8.622423554510563,6.034530840113273
2020-03-26,13.871684604328383,8.68848442800463,6.080224778672127
2020-03-27,13.240961459176912,8.293972369471991,5.802091313807479
2020-03-30,12.64545168619554,7.920956876208811,5.539088603030916
2020-03-31,11.410955048556477,7.147026015076808,4.994494690258033
2020-04-01,11.332130990656916,7.096972383643535,4.958250457644782
2020-04-02,10.394580880331466,6.508508004168342,4.5441193210250646
2020-04-03,9.479124711757066,5.932766306351531,4.140748180874117
2020-04-06,11.714356354396845,7.382772582953706,5.1551172421063765
2020-04-07,10.442245685846057,6.651476951980616,4.641857153648565
2020-04-08,9.686882658722942,6.168102629435714,4.3024536117762935
2020-04-09,8.723977711409773,5.552707623343941,3.8618156677699176
2020-04-13,7.949643412764733,5.054263077421132,3.5130796427315527
2020-04-14,8.530169928470867,5.385263609081223,3.766768506640032
2020-04-15,7.814910049686943,4.929900889800791,3.446883425586607
2020-04-16,7.325590238154821,4.618393140483735,3.2287749820747984
2020-04-17,6.655727181909165,4.1928228268165775,2.9287562533812435
2020-04-20,6.176566173509539,3.8878157481577142,2.7154800305581293
2020-04-21,6.9800474442795615,4.363659667821013,3.0824193421555526
2020-04-22,7.0994842858565175,4.435554599620208,3.138822219513136
2020-04-23,6.432625281774116,4.018632637489441,2.841955072424652
2020-04-24,6.060676325561658,3.786568060366955,2.6715774243213097
